content,Normalisasi,Tokenize,Stopword,Stemming
hari ini instagram ku seharian gak ada muncul story instagram di beranda udah di refresh terus tetap gak ada hasil tapi kalau lihat akun orang ada story nya tapi di beranda sama sekali tidak muncul story followers tolong dijawab admin saya sudah coba laporkan masalah di instagram belum di respon sampai sekarang terimakasih,hari ini instagram ku seharian tidak ada muncul story instagram di beranda udah di refresh terus tetap tidak ada hasil tapi kalau lihat akun orang ada story nya tapi di beranda sama sekali tidak muncul story followers tolong dijawab admin saya sudah coba laporkan masalah di instagram belum di respon sampai sekarang,"['hari', 'ini', 'instagram', 'ku', 'seharian', 'tidak', 'ada', 'muncul', 'story', 'instagram', 'di', 'beranda', 'udah', 'di', 'refresh', 'terus', 'tetap', 'tidak', 'ada', 'hasil', 'tapi', 'kalau', 'lihat', 'akun', 'orang', 'ada', 'story', 'nya', 'tapi', 'di', 'beranda', 'sama', 'sekali', 'tidak', 'muncul', 'story', 'followers', 'tolong', 'dijawab', 'admin', 'saya', 'sudah', 'coba', 'laporkan', 'masalah', 'di', 'instagram', 'belum', 'di', 'respon', 'sampai', 'sekarang']","['instagram', 'ku', 'seharian', 'muncul', 'story', 'instagram', 'beranda', 'udah', 'refresh', 'hasil', 'lihat', 'akun', 'orang', 'story', 'nya', 'beranda', 'muncul', 'story', 'followers', 'tolong', 'admin', 'coba', 'laporkan', 'instagram', 'respon']",instagram hari muncul story instagram beranda udah refresh hasil lihat akun orang story nya beranda muncul story followers tolong admin coba lapor instagram respon
untuk sementara aku kasih bintang yah kecewa banget biasanya setiap mau bagikan ke fb langsung bisalah setelah update an terbaru malah ngk bisa kek nge bug gitu ngk tau dah kenapa pusing sumpah udah gua utam atik sana sini malah tetap ngk bisa,untuk sementara aku kasih bintang yah kecewa banget biasanya setiap mau bagikan ke fb langsung bisalah setelah update an terbaru malah tidak bisa kayak nge bug gitu tidak tau dah kenapa pusing sumpah udah aku utam atik sana sini malah tetap tidak bisa,"['untuk', 'sementara', 'aku', 'kasih', 'bintang', 'yah', 'kecewa', 'banget', 'biasanya', 'setiap', 'mau', 'bagikan', 'ke', 'fb', 'langsung', 'bisalah', 'setelah', 'update', 'an', 'terbaru', 'malah', 'tidak', 'bisa', 'kayak', 'nge', 'bug', 'gitu', 'tidak', 'tau', 'dah', 'kenapa', 'pusing', 'sumpah', 'udah', 'aku', 'utam', 'atik', 'sana', 'sini', 'malah', 'tetap', 'tidak', 'bisa']","['kasih', 'bintang', 'yah', 'kecewa', 'banget', 'bagikan', 'fb', 'langsung', 'bisalah', 'update', 'an', 'terbaru', 'kayak', 'nge', 'bug', 'gitu', 'tau', 'dah', 'pusing', 'sumpah', 'udah', 'utam', 'atik']",kasih bintang yah kecewa banget bagi langsung bisa update baru kayak nge bug gitu tau dah pusing sumpah udah utam atik
instagram ini memang bagus namun ada beberapa hal yg membuat sya sedikit kecewa bug keluar sendiri saat saya ingin masuk di instagram ini tiba tiba keluar sendiri lalu saya masuk lagi malahhan ngebug dan saya saat ingin menganti nama instagram saya warnanya hitam dan saya saat mengetik jadi tidak kelihatan dan saya saat ingin mengikuti orang lain kok tiba tdk bisa ya membatasi sudah sih itu saja tapi mohon untuk di perbaiki lagi,instagram ini memang bagus namun ada beberapa hal yang membuat aku sedikit kecewa bug keluar sendiri saat saya ingin masuk di instagram ini tiba tiba keluar sendiri lalu saya masuk lagi malahhan ngebug dan saya saat ingin menganti nama instagram saya warnanya hitam dan saya saat mengetik jadi tidak kelihatan dan saya saat ingin mengikuti orang lain kok tiba tidak bisa ya membatasi sudah sih itu saja tapi mohon untuk di perbaiki lagi,"['instagram', 'ini', 'memang', 'bagus', 'namun', 'ada', 'beberapa', 'hal', 'yang', 'membuat', 'aku', 'sedikit', 'kecewa', 'bug', 'keluar', 'sendiri', 'saat', 'saya', 'ingin', 'masuk', 'di', 'instagram', 'ini', 'tiba', 'tiba', 'keluar', 'sendiri', 'lalu', 'saya', 'masuk', 'lagi', 'malahhan', 'ngebug', 'dan', 'saya', 'saat', 'ingin', 'menganti', 'nama', 'instagram', 'saya', 'warnanya', 'hitam', 'dan', 'saya', 'saat', 'mengetik', 'jadi', 'tidak', 'kelihatan', 'dan', 'saya', 'saat', 'ingin', 'mengikuti', 'orang', 'lain', 'kok', 'tiba', 'tidak', 'bisa', 'ya', 'membatasi', 'sudah', 'sih', 'itu', 'saja', 'tapi', 'mohon', 'untuk', 'di', 'perbaiki', 'lagi']","['instagram', 'bagus', 'kecewa', 'bug', 'masuk', 'instagram', 'masuk', 'malahhan', 'ngebug', 'menganti', 'nama', 'instagram', 'warnanya', 'hitam', 'mengetik', 'mengikuti', 'orang', 'ya', 'membatasi', 'sih', 'mohon', 'perbaiki']",instagram bagus kecewa bug masuk instagram masuk malahhan ngebug anti nama instagram warna hitam etik ikut orang batas sih mohon baik
pada versi sebelumnya saya bisa share reels dengan tampilan terbaru yg utuh tetapi pada versi terbaru menjadi tidak bisa kembali ke tampilan lama sayang sekali padahal saya lebuh menyukai tampilan terbaru,pada versi sebelumnya saya bisa share reels dengan tampilan terbaru yang utuh tetapi pada versi terbaru menjadi tidak bisa kembali ke tampilan lama sayang sekali padahal saya lebuh menyukai tampilan terbaru,"['pada', 'versi', 'sebelumnya', 'saya', 'bisa', 'share', 'reels', 'dengan', 'tampilan', 'terbaru', 'yang', 'utuh', 'tetapi', 'pada', 'versi', 'terbaru', 'menjadi', 'tidak', 'bisa', 'kembali', 'ke', 'tampilan', 'lama', 'sayang', 'sekali', 'padahal', 'saya', 'lebuh', 'menyukai', 'tampilan', 'terbaru']","['versi', 'share', 'reels', 'tampilan', 'terbaru', 'utuh', 'versi', 'terbaru', 'tampilan', 'sayang', 'lebuh', 'menyukai', 'tampilan', 'terbaru']",versi share reels tampil baru utuh versi baru tampil sayang lebuh suka tampil baru
instagram makin bagus fitur fitur nya ya saya sangat suka apalagi bisa berkomentar di stories dan pengikut dari akun tersebut bisa melihat komennya pliss tolong instagram ayo buat fitur dong kayak whatsapp biar akun akun yang melihat stories kita ada jam nya kapan atau seperti beberapa menit yang lalu begitu biar kita tau akun tersebut melihat stories kita pada jam berapa,instagram makin bagus fitur fitur nya ya saya sangat suka apalagi bisa berkomentar di stories dan pengikut dari akun tersebut bisa melihat komennya pliss tolong instagram ayo buat fitur dong kayak whatsapp biar akun akun yang melihat stories kita ada jam nya kapan atau seperti beberapa menit yang lalu begitu biar kita tau akun tersebut melihat stories kita pada jam berapa,"['instagram', 'makin', 'bagus', 'fitur', 'fitur', 'nya', 'ya', 'saya', 'sangat', 'suka', 'apalagi', 'bisa', 'berkomentar', 'di', 'stories', 'dan', 'pengikut', 'dari', 'akun', 'tersebut', 'bisa', 'melihat', 'komennya', 'pliss', 'tolong', 'instagram', 'ayo', 'buat', 'fitur', 'dong', 'kayak', 'whatsapp', 'biar', 'akun', 'akun', 'yang', 'melihat', 'stories', 'kita', 'ada', 'jam', 'nya', 'kapan', 'atau', 'seperti', 'beberapa', 'menit', 'yang', 'lalu', 'begitu', 'biar', 'kita', 'tau', 'akun', 'tersebut', 'melihat', 'stories', 'kita', 'pada', 'jam', 'berapa']","['instagram', 'bagus', 'fitur', 'fitur', 'nya', 'ya', 'suka', 'berkomentar', 'stories', 'pengikut', 'akun', 'komennya', 'pliss', 'tolong', 'instagram', 'ayo', 'fitur', 'kayak', 'whatsapp', 'biar', 'akun', 'akun', 'stories', 'jam', 'nya', 'menit', 'biar', 'tau', 'akun', 'stories', 'jam']",instagram bagus fitur fitur nya suka komentar stories ikut akun komennya pliss tolong instagram ayo fitur kayak whatsapp biar akun akun stories jam nya menit biar tau akun stories jam
kenapa tidak bisa masukan kata sandi padahal kata sandi sudah sesuai dan di verifikasi berharap bisa pake kode email karna no kartu sudah ga aktif tolong di bantu saya butuh instagram ituu sudah ke x nya begini saya selalu kehilangan instagram kesayangan teruss,kenapa tidak bisa masukan kata sandi padahal kata sandi sudah sesuai dan di verifikasi berharap bisa pake kode email karena no kartu sudah tidak aktif tolong di bantu saya butuh instagram ituu sudah ke x nya begini saya selalu kehilangan instagram kesayangan teruss,"['kenapa', 'tidak', 'bisa', 'masukan', 'kata', 'sandi', 'padahal', 'kata', 'sandi', 'sudah', 'sesuai', 'dan', 'di', 'verifikasi', 'berharap', 'bisa', 'pake', 'kode', 'email', 'karena', 'no', 'kartu', 'sudah', 'tidak', 'aktif', 'tolong', 'di', 'bantu', 'saya', 'butuh', 'instagram', 'ituu', 'sudah', 'ke', 'x', 'nya', 'begini', 'saya', 'selalu', 'kehilangan', 'instagram', 'kesayangan', 'teruss']","['masukan', 'sandi', 'sandi', 'sesuai', 'verifikasi', 'berharap', 'pake', 'kode', 'email', 'no', 'kartu', 'aktif', 'tolong', 'bantu', 'butuh', 'instagram', 'ituu', 'x', 'nya', 'kehilangan', 'instagram', 'kesayangan', 'teruss']",masuk sandi sandi sesuai verifikasi harap pake kode email kartu aktif tolong bantu butuh instagram ituu nya hilang instagram sayang teruss
kek manaa inii skrg bugnya banyak bangettt restore story tapi yg ke restrore bukan story yg w mau malah story yg lain follower following tiap hari nurun abistu besoknya balik lagi tlg dong dibenerin lagi bugnya aplikasi anda ini populer loh berguna buat semua khalayak thankyou,kayak manaa ini sekarang bugnya banyak banget restore story tapi yang ke restrore bukan story yang w mau malah story yang lain follower following setiap hari nurun abistu besoknya balik lagi tlg dong dibenerin lagi bugnya aplikasi anda ini populer loh berguna buat semua khalayak thankyou,"['kayak', 'manaa', 'ini', 'sekarang', 'bugnya', 'banyak', 'banget', 'restore', 'story', 'tapi', 'yang', 'ke', 'restrore', 'bukan', 'story', 'yang', 'w', 'mau', 'malah', 'story', 'yang', 'lain', 'follower', 'following', 'setiap', 'hari', 'nurun', 'abistu', 'besoknya', 'balik', 'lagi', 'tlg', 'dong', 'dibenerin', 'lagi', 'bugnya', 'aplikasi', 'anda', 'ini', 'populer', 'loh', 'berguna', 'buat', 'semua', 'khalayak', 'thankyou']","['kayak', 'manaa', 'bugnya', 'banget', 'restore', 'story', 'restrore', 'story', 'w', 'story', 'follower', 'following', 'nurun', 'abistu', 'besoknya', 'tlg', 'dibenerin', 'bugnya', 'aplikasi', 'populer', 'loh', 'berguna', 'khalayak', 'thankyou']",kayak manaa bugnya banget restore story restrore story story follower following nurun abistu besok tlg dibenerin bugnya aplikasi populer loh guna khalayak thankyou
ini gimana sih masa akun aku di nonaktifkan secara sepihak doang padahal selama ini ga pernah melanggar peraturan apapun udah pake beberapa cara apapun tetep tidak bisa masuk jelas email dan nomor hp ku yang lagi aku pake tp tetep gak bisa masuk asli sebel banget,ini gimana sih masa akun aku di nonaktifkan secara sepihak doang padahal selama ini tidak pernah melanggar peraturan apapun udah pake beberapa cara apapun tetap tidak bisa masuk jelas email dan nomor hp ku yang lagi aku pake tapi tetap tidak bisa masuk asli sebel banget,"['ini', 'gimana', 'sih', 'masa', 'akun', 'aku', 'di', 'nonaktifkan', 'secara', 'sepihak', 'doang', 'padahal', 'selama', 'ini', 'tidak', 'pernah', 'melanggar', 'peraturan', 'apapun', 'udah', 'pake', 'beberapa', 'cara', 'apapun', 'tetap', 'tidak', 'bisa', 'masuk', 'jelas', 'email', 'dan', 'nomor', 'hp', 'ku', 'yang', 'lagi', 'aku', 'pake', 'tapi', 'tetap', 'tidak', 'bisa', 'masuk', 'asli', 'sebel', 'banget']","['gimana', 'sih', 'akun', 'nonaktifkan', 'doang', 'melanggar', 'peraturan', 'apapun', 'udah', 'pake', 'apapun', 'masuk', 'email', 'nomor', 'hp', 'ku', 'pake', 'masuk', 'asli', 'sebel', 'banget']",gimana sih akun nonaktif doang langgar atur apa udah pake apa masuk email nomor pake masuk asli sebel banget
bisa nya saya ga bisa masuk ke instagram udah beberapa akun tetap aja ga bisa masuk instagram nya napeh bisa gitu sih ini instagram nya yang bermasalah apa hape ane nya sih,bisa nya saya tidak bisa masuk ke instagram udah beberapa akun tetap aja tidak bisa masuk instagram nya napeh bisa gitu sih ini instagram nya yang bermasalah apa hape ane nya sih,"['bisa', 'nya', 'saya', 'tidak', 'bisa', 'masuk', 'ke', 'instagram', 'udah', 'beberapa', 'akun', 'tetap', 'aja', 'tidak', 'bisa', 'masuk', 'instagram', 'nya', 'napeh', 'bisa', 'gitu', 'sih', 'ini', 'instagram', 'nya', 'yang', 'bermasalah', 'apa', 'hape', 'ane', 'nya', 'sih']","['nya', 'masuk', 'instagram', 'udah', 'akun', 'aja', 'masuk', 'instagram', 'nya', 'napeh', 'gitu', 'sih', 'instagram', 'nya', 'bermasalah', 'hape', 'ane', 'nya', 'sih']",nya masuk instagram udah akun aja masuk instagram nya napeh gitu sih instagram nya masalah hape ane nya sih
baru aja diupdate tapi kenapa malah nge bug postingan foto video hanya bisa dibuka sampai slide ke aja slide berikutnya hanya layar hitam,baru aja diupdate tapi kenapa malah nge bug postingan foto video hanya bisa dibuka sampai slide ke aja slide berikutnya hanya layar hitam,"['baru', 'aja', 'diupdate', 'tapi', 'kenapa', 'malah', 'nge', 'bug', 'postingan', 'foto', 'video', 'hanya', 'bisa', 'dibuka', 'sampai', 'slide', 'ke', 'aja', 'slide', 'berikutnya', 'hanya', 'layar', 'hitam']","['aja', 'diupdate', 'nge', 'bug', 'postingan', 'foto', 'video', 'dibuka', 'slide', 'aja', 'slide', 'layar', 'hitam']",aja diupdate nge bug postingan foto video buka slide aja slide layar hitam
tolong kembalikan ke fitur sebelum update dong dimana saat upload foto di story instagram langsung bisa mengkolase menggabungkan foto secara otomatis ada pilihan tata letak atau mau frame ini setelah diupdate malah tidak bisa otomatis untuk kolase foto di story harus manual satu satu ini merepotkan mohon kembalikan fitur seperti sebelum update,tolong kembalikan ke fitur sebelum update dong dimana saat upload foto di story instagram langsung bisa mengkolase menggabungkan foto secara otomatis ada pilihan tata letak atau mau frame ini setelah diupdate malah tidak bisa otomatis untuk kolase foto di story harus manual satu satu ini merepotkan mohon kembalikan fitur seperti sebelum update,"['tolong', 'kembalikan', 'ke', 'fitur', 'sebelum', 'update', 'dong', 'dimana', 'saat', 'upload', 'foto', 'di', 'story', 'instagram', 'langsung', 'bisa', 'mengkolase', 'menggabungkan', 'foto', 'secara', 'otomatis', 'ada', 'pilihan', 'tata', 'letak', 'atau', 'mau', 'frame', 'ini', 'setelah', 'diupdate', 'malah', 'tidak', 'bisa', 'otomatis', 'untuk', 'kolase', 'foto', 'di', 'story', 'harus', 'manual', 'satu', 'satu', 'ini', 'merepotkan', 'mohon', 'kembalikan', 'fitur', 'seperti', 'sebelum', 'update']","['tolong', 'kembalikan', 'fitur', 'update', 'dimana', 'upload', 'foto', 'story', 'instagram', 'langsung', 'mengkolase', 'menggabungkan', 'foto', 'otomatis', 'pilihan', 'tata', 'letak', 'frame', 'diupdate', 'otomatis', 'kolase', 'foto', 'story', 'manual', 'merepotkan', 'mohon', 'kembalikan', 'fitur', 'update']",tolong kembali fitur update mana upload foto story instagram langsung kolase gabung foto otomatis pilih tata letak frame diupdate otomatis kolase foto story manual repot mohon kembali fitur update
aplikasi sosial media paling sampah mendingan gua nyari informasi di tiktok daripada di instagram algoritmanya gak jelas fyp reels gua isinya jadi konten konten aneh dan sepi padahal tadinya konten yang banyak views dan likenya udah pilih tidak tertarik masih aja muncul konten konten yang sepi lu urus tuh bug algoritmanya sosmed sampah,aplikasi sosial media paling sampah mendingan aku cari informasi di tiktok daripada di instagram algoritmanya tidak jelas fyp reels aku isinya jadi konten konten aneh dan sepi padahal tadinya konten yang banyak views dan likenya udah pilih tidak tertarik masih aja muncul konten konten yang sepi kamu urus tuh bug algoritmanya sosmed sampah,"['aplikasi', 'sosial', 'media', 'paling', 'sampah', 'mendingan', 'aku', 'cari', 'informasi', 'di', 'tiktok', 'daripada', 'di', 'instagram', 'algoritmanya', 'tidak', 'jelas', 'fyp', 'reels', 'aku', 'isinya', 'jadi', 'konten', 'konten', 'aneh', 'dan', 'sepi', 'padahal', 'tadinya', 'konten', 'yang', 'banyak', 'views', 'dan', 'likenya', 'udah', 'pilih', 'tidak', 'tertarik', 'masih', 'aja', 'muncul', 'konten', 'konten', 'yang', 'sepi', 'kamu', 'urus', 'tuh', 'bug', 'algoritmanya', 'sosmed', 'sampah']","['aplikasi', 'sosial', 'media', 'sampah', 'mendingan', 'cari', 'informasi', 'tiktok', 'instagram', 'algoritmanya', 'fyp', 'reels', 'isinya', 'konten', 'konten', 'aneh', 'sepi', 'konten', 'views', 'likenya', 'udah', 'pilih', 'tertarik', 'aja', 'muncul', 'konten', 'konten', 'sepi', 'urus', 'tuh', 'bug', 'algoritmanya', 'sosmed', 'sampah']",aplikasi sosial media sampah mending cari informasi tiktok instagram algoritmanya fyp reels isi konten konten aneh sepi konten views likenya udah pilih tarik aja muncul konten konten sepi urus tuh bug algoritmanya sosmed sampah
instagram kenapa sih notifikasi ga pernah tepat waktu padahal udah diatur supaya semua notifnya aktif kalau telat atau menit sih wajar tapi ini sampai jam bahkan sampai ga dapat notif mending tingkatkan instagram daripada menambah aplikasi threads karna menurut saya orang orang jarang menggunakan threads,instagram kenapa sih notifikasi tidak pernah tepat waktu padahal udah diatur supaya semua notifnya aktif kalau telat atau menit sih wajar tapi ini sampai jam bahkan sampai tidak dapat notif mending tingkatkan instagram daripada menambah aplikasi threads karena menurut saya orang orang jarang menggunakan threads,"['instagram', 'kenapa', 'sih', 'notifikasi', 'tidak', 'pernah', 'tepat', 'waktu', 'padahal', 'udah', 'diatur', 'supaya', 'semua', 'notifnya', 'aktif', 'kalau', 'telat', 'atau', 'menit', 'sih', 'wajar', 'tapi', 'ini', 'sampai', 'jam', 'bahkan', 'sampai', 'tidak', 'dapat', 'notif', 'mending', 'tingkatkan', 'instagram', 'daripada', 'menambah', 'aplikasi', 'threads', 'karena', 'menurut', 'saya', 'orang', 'orang', 'jarang', 'menggunakan', 'threads']","['instagram', 'sih', 'notifikasi', 'udah', 'diatur', 'notifnya', 'aktif', 'telat', 'menit', 'sih', 'wajar', 'jam', 'notif', 'mending', 'tingkatkan', 'instagram', 'menambah', 'aplikasi', 'threads', 'orang', 'orang', 'jarang', 'threads']",instagram sih notifikasi udah atur notifnya aktif telat menit sih wajar jam notif mending tingkat instagram tambah aplikasi threads orang orang jarang threads
tolong user interface waktu melakukan video call jangan di ubah biarkan tampilan seperti biasanya halfscreen jangan di bikin mirip kayak di whatsapp sangatt jelekk sekaliii saya tidak sukaaa,tolong user interface waktu melakukan video call jangan di ubah biarkan tampilan seperti biasanya halfscreen jangan di bikin mirip kayak di whatsapp sangatt jelekk sekaliii saya tidak sukaaa,"['tolong', 'user', 'interface', 'waktu', 'melakukan', 'video', 'call', 'jangan', 'di', 'ubah', 'biarkan', 'tampilan', 'seperti', 'biasanya', 'halfscreen', 'jangan', 'di', 'bikin', 'mirip', 'kayak', 'di', 'whatsapp', 'sangatt', 'jelekk', 'sekaliii', 'saya', 'tidak', 'sukaaa']","['tolong', 'user', 'interface', 'video', 'call', 'ubah', 'biarkan', 'tampilan', 'halfscreen', 'bikin', 'kayak', 'whatsapp', 'sangatt', 'jelekk', 'sekaliii', 'sukaaa']",tolong user interface video call ubah biar tampil halfscreen bikin kayak whatsapp sangatt jelekk sekaliii sukaaa
apansih sekarang sering mengalami masalah apload sering stuck di padahal jaringan saya lancar banget gak kayak biasanya cepat tolong perbaiki,apansih sekarang sering mengalami masalah apload sering stuck di padahal jaringan saya lancar banget tidak kayak biasanya cepat tolong perbaiki,"['apansih', 'sekarang', 'sering', 'mengalami', 'masalah', 'apload', 'sering', 'stuck', 'di', 'padahal', 'jaringan', 'saya', 'lancar', 'banget', 'tidak', 'kayak', 'biasanya', 'cepat', 'tolong', 'perbaiki']","['apansih', 'mengalami', 'apload', 'stuck', 'jaringan', 'lancar', 'banget', 'kayak', 'cepat', 'tolong', 'perbaiki']",apansih alami apload stuck jaring lancar banget kayak cepat tolong baik
enggak jelas udah tahun gini gini aja instagram ini akunya saya bolak balik di nonaktifkan buat lagi di nonaktifkan enggak jelas banget ya instagram ini mending tutup aja udah kalau gini terus kesal saya lihatnya,tidak jelas udah tahun gini gini aja instagram ini akunya saya bolak balik di nonaktifkan buat lagi di nonaktifkan tidak jelas banget ya instagram ini mending tutup aja udah kalau gini terus kesal saya lihatnya,"['tidak', 'jelas', 'udah', 'tahun', 'gini', 'gini', 'aja', 'instagram', 'ini', 'akunya', 'saya', 'bolak', 'balik', 'di', 'nonaktifkan', 'buat', 'lagi', 'di', 'nonaktifkan', 'tidak', 'jelas', 'banget', 'ya', 'instagram', 'ini', 'mending', 'tutup', 'aja', 'udah', 'kalau', 'gini', 'terus', 'kesal', 'saya', 'lihatnya']","['udah', 'gini', 'gini', 'aja', 'instagram', 'akunya', 'bolak', 'nonaktifkan', 'nonaktifkan', 'banget', 'ya', 'instagram', 'mending', 'tutup', 'aja', 'udah', 'gini', 'kesal', 'lihatnya']",udah gin gin aja instagram aku bolak nonaktif nonaktif banget instagram mending tutup aja udah gin kesal lihat
bagian fitur arsipkan yang biasanya di titik i story gaada harap lebih diperhatikan soalnya saya mau bikin highlight tanpa spam story,bagian fitur arsipkan yang biasanya di titik i story harap lebih diperhatikan soalnya saya mau bikin highlight tanpa spam story,"['bagian', 'fitur', 'arsipkan', 'yang', 'biasanya', 'di', 'titik', 'i', 'story', 'harap', 'lebih', 'diperhatikan', 'soalnya', 'saya', 'mau', 'bikin', 'highlight', 'tanpa', 'spam', 'story']","['fitur', 'arsipkan', 'titik', 'i', 'story', 'harap', 'diperhatikan', 'bikin', 'highlight', 'spam', 'story']",fitur arsip titik story harap perhati bikin highlight spam story
saya sudah melakukan pelaporan di pusat bantuan sejak kemarin saya sudah membayar postingan untuk diiklankan dan saldo saya sudah berkurang tetapi sampai sekarang tidak ada respon tanggapan dari instagram bagaimana bisa seperti ini,saya sudah melakukan pelaporan di pusat bantuan sejak kemarin saya sudah membayar postingan untuk diiklankan dan saldo saya sudah berkurang tetapi sampai sekarang tidak ada respon tanggapan dari instagram bagaimana bisa seperti ini,"['saya', 'sudah', 'melakukan', 'pelaporan', 'di', 'pusat', 'bantuan', 'sejak', 'kemarin', 'saya', 'sudah', 'membayar', 'postingan', 'untuk', 'diiklankan', 'dan', 'saldo', 'saya', 'sudah', 'berkurang', 'tetapi', 'sampai', 'sekarang', 'tidak', 'ada', 'respon', 'tanggapan', 'dari', 'instagram', 'bagaimana', 'bisa', 'seperti', 'ini']","['pelaporan', 'pusat', 'bantuan', 'kemarin', 'membayar', 'postingan', 'diiklankan', 'saldo', 'berkurang', 'respon', 'tanggapan', 'instagram']",lapor pusat bantu kemarin bayar postingan iklan saldo kurang respon tanggap instagram
ini sehari berapa kali update ya yg di update apa si kayanya ga nambah bagus ga ada perubahan juga malah makin mundur juga tambahkan pengaturan pengiriman story jdi kalo ada video yg durasinya lebih dari menit kita bisa atur mau di menit keberapa yang dikirim,ini sehari berapa kali update ya yang di update apa si kayanya tidak tambah bagus tidak ada perubahan juga malah makin mundur juga tambahkan pengaturan pengiriman story jdi kalo ada video yang durasinya lebih dari menit kita bisa atur mau di menit keberapa yang dikirim,"['ini', 'sehari', 'berapa', 'kali', 'update', 'ya', 'yang', 'di', 'update', 'apa', 'si', 'kayanya', 'tidak', 'tambah', 'bagus', 'tidak', 'ada', 'perubahan', 'juga', 'malah', 'makin', 'mundur', 'juga', 'tambahkan', 'pengaturan', 'pengiriman', 'story', 'jdi', 'kalo', 'ada', 'video', 'yang', 'durasinya', 'lebih', 'dari', 'menit', 'kita', 'bisa', 'atur', 'mau', 'di', 'menit', 'keberapa', 'yang', 'dikirim']","['sehari', 'kali', 'update', 'ya', 'update', 'si', 'kayanya', 'bagus', 'perubahan', 'mundur', 'tambahkan', 'pengaturan', 'pengiriman', 'story', 'jdi', 'kalo', 'video', 'durasinya', 'menit', 'atur', 'menit', 'keberapa', 'dikirim']",hari kali update update kaya bagus ubah mundur tambah atur kirim story jdi kalo video durasi menit atur menit berapa kirim
ini kenapa ya instagram saya mau mengambil selfi karena akun saya ter autentikasi faktor dan saat saya mau mengambil selfi malah di suruh keluar dari instagram ini bug atau apa,ini kenapa ya instagram saya mau mengambil selfi karena akun saya ter autentikasi faktor dan saat saya mau mengambil selfi malah di suruh keluar dari instagram ini bug atau apa,"['ini', 'kenapa', 'ya', 'instagram', 'saya', 'mau', 'mengambil', 'selfi', 'karena', 'akun', 'saya', 'ter', 'autentikasi', 'faktor', 'dan', 'saat', 'saya', 'mau', 'mengambil', 'selfi', 'malah', 'di', 'suruh', 'keluar', 'dari', 'instagram', 'ini', 'bug', 'atau', 'apa']","['ya', 'instagram', 'mengambil', 'selfi', 'akun', 'ter', 'autentikasi', 'faktor', 'mengambil', 'selfi', 'suruh', 'instagram', 'bug']",instagram ambil selfi akun ter autentikasi faktor ambil selfi suruh instagram bug
kacau deh kirain stlh kmrn di update bakal lebih bagus lg eh malah muncul bbrp yg hrs diklik tp ujung nya mlh gk bisa didownload hilang tautannya juga musik juga hilang maaf aku uninstal lagi,kacau deh kirain stlh kemarin di update bakal lebih bagus lg eh malah muncul beberapa yang harus diklik tapi ujung nya malah tidak bisa didownload hilang tautannya juga musik juga hilang maaf aku uninstal lagi,"['kacau', 'deh', 'kirain', 'stlh', 'kemarin', 'di', 'update', 'bakal', 'lebih', 'bagus', 'lg', 'eh', 'malah', 'muncul', 'beberapa', 'yang', 'harus', 'diklik', 'tapi', 'ujung', 'nya', 'malah', 'tidak', 'bisa', 'didownload', 'hilang', 'tautannya', 'juga', 'musik', 'juga', 'hilang', 'maaf', 'aku', 'uninstal', 'lagi']","['kacau', 'deh', 'kirain', 'stlh', 'kemarin', 'update', 'bagus', 'lg', 'eh', 'muncul', 'diklik', 'ujung', 'nya', 'didownload', 'hilang', 'tautannya', 'musik', 'hilang', 'maaf', 'uninstal']",kacau deh kirain stlh kemarin update bagus muncul klik ujung nya didownload hilang taut musik hilang maaf uninstal
sound musik di catatan story ga tersedia lagi secara tb bertuliskan lagu yang anda pilih mungkin tidak tersedia di semua negara tolong pihak instagram bagaimana caranya biar bisa balik lagi sound musik nya,sound musik di catatan story tidak tersedia lagi secara tiba bertuliskan lagu yang anda pilih mungkin tidak tersedia di semua negara tolong pihak instagram bagaimana caranya biar bisa balik lagi sound musik nya,"['sound', 'musik', 'di', 'catatan', 'story', 'tidak', 'tersedia', 'lagi', 'secara', 'tiba', 'bertuliskan', 'lagu', 'yang', 'anda', 'pilih', 'mungkin', 'tidak', 'tersedia', 'di', 'semua', 'negara', 'tolong', 'pihak', 'instagram', 'bagaimana', 'caranya', 'biar', 'bisa', 'balik', 'lagi', 'sound', 'musik', 'nya']","['sound', 'musik', 'catatan', 'story', 'tersedia', 'bertuliskan', 'lagu', 'pilih', 'tersedia', 'negara', 'tolong', 'instagram', 'biar', 'sound', 'musik', 'nya']",sound musik catat story sedia tulis lagu pilih sedia negara tolong instagram biar sound musik nya
jaringan bagus tapi upload story ig hampir satu jam stuck di di coba hapus dan upload ulang tetap sama di batas siklusnya gitu terus,jaringan bagus tapi upload story instagram hampir satu jam stuck di di coba hapus dan upload ulang tetap sama di batas siklusnya gitu terus,"['jaringan', 'bagus', 'tapi', 'upload', 'story', 'instagram', 'hampir', 'satu', 'jam', 'stuck', 'di', 'di', 'coba', 'hapus', 'dan', 'upload', 'ulang', 'tetap', 'sama', 'di', 'batas', 'siklusnya', 'gitu', 'terus']","['jaringan', 'bagus', 'upload', 'story', 'instagram', 'jam', 'stuck', 'coba', 'hapus', 'upload', 'ulang', 'batas', 'siklusnya', 'gitu']",jaring bagus upload story instagram jam stuck coba hapus upload ulang batas siklus gitu
